Fitness,Label,Type,TrainDelta,TestDelta,AP_Eng,HDG_Mode,ALT_Mode,HDG_Ref,TurnK,ALT_Ref,Pwheel,Throttle,alt,term,termMin,termMax,Pct,State
-32.8023507886212,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7227.14764921138,-32.8023507886212,-32.8023507886212,-32.8023507886212,,
-32.7084067233292,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7227.24159327667,-32.7084067233292,-32.7084067233292,-32.7084067233292,,
-32.6148573391603,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7227.33514266084,-32.6148573391603,-32.6148573391603,-32.6148573391603,,
-32.5217619169754,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7227.42823808302,-32.5217619169754,-32.5217619169754,-32.5217619169754,,
-32.4291792462465,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7227.52082075375,-32.4291792462465,-32.4291792462465,-32.4291792462465,,
-32.3371676298122,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7227.61283237019,-32.3371676298122,-32.3371676298122,-32.3371676298122,,
-32.2457848922542,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7227.70421510775,-32.2457848922542,-32.2457848922542,-32.2457848922542,,
-32.1550883912425,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7227.79491160876,-32.1550883912425,-32.1550883912425,-32.1550883912425,,
-32.0651350312048,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7227.8848649688,-32.0651350312048,-32.0651350312048,-32.0651350312048,,
-31.9759812787008,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7227.9740187213,-31.9759812787008,-31.9759812787008,-31.9759812787008,,
-31.8876831789186,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7228.06231682108,-31.8876831789186,-31.8876831789186,-31.8876831789186,,
-31.8002963726914,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7228.14970362731,-31.8002963726914,-31.8002963726914,-31.8002963726914,,
-31.7138761134694,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7228.23612388653,-31.7138761134694,-31.7138761134694,-31.7138761134694,,
-31.6284772837118,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7228.32152271629,-31.6284772837118,-31.6284772837118,-31.6284772837118,,
-31.5441544101679,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7228.40584558983,-31.5441544101679,-31.5441544101679,-31.5441544101679,,
-31.4609616776153,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7228.48903832238,-31.4609616776153,-31.4609616776153,-31.4609616776153,,
-31.3789529405842,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7228.57104705942,-31.3789529405842,-31.3789529405842,-31.3789529405842,,
-31.2981817327165,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7228.65181826728,-31.2981817327165,-31.2981817327165,-31.2981817327165,,
-31.2187012734059,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7228.73129872659,-31.2187012734059,-31.2187012734059,-31.2187012734059,,
-31.1405644714643,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7228.80943552854,-31.1405644714643,-31.1405644714643,-31.1405644714643,,
-31.0638239255533,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7228.88617607445,-31.0638239255533,-31.0638239255533,-31.0638239255533,,
-30.9885319212355,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7228.96146807876,-30.9885319212355,-30.9885319212355,-30.9885319212355,,
-30.9147404245179,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7229.03525957548,-30.9147404245179,-30.9147404245179,-30.9147404245179,,
-30.8425010718431,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7229.10749892816,-30.8425010718431,-30.8425010718431,-30.8425010718431,,
-30.7718651565412,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7229.17813484346,-30.7718651565412,-30.7718651565412,-30.7718651565412,,
-30.7028836117926,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7229.24711638821,-30.7028836117926,-30.7028836117926,-30.7028836117926,,
-30.6356069902624,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7229.31439300974,-30.6356069902624,-30.6356069902624,-30.6356069902624,,
-30.5700854403623,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7229.37991455964,-30.5700854403623,-30.5700854403623,-30.5700854403623,,
-30.5063686809101,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7229.44363131909,-30.5063686809101,-30.5063686809101,-30.5063686809101,,
-30.4445059581178,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7229.50549404188,-30.4445059581178,-30.4445059581178,-30.4445059581178,,
-30.384545979314,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7229.56545402069,-30.384545979314,-30.384545979314,-30.384545979314,,
-30.3265368790901,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7229.62346312091,-30.3265368790901,-30.3265368790901,-30.3265368790901,,
-30.2705261913954,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7229.6794738086,-30.2705261913954,-30.2705261913954,-30.2705261913954,,
-30.2165607999334,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7229.73343920007,-30.2165607999334,-30.2165607999334,-30.2165607999334,,
-30.1646868823047,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7229.7853131177,-30.1646868823047,-30.1646868823047,-30.1646868823047,,
-30.1149498668739,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7229.83505013313,-30.1149498668739,-30.1149498668739,-30.1149498668739,,
-30.0673944069087,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7229.88260559309,-30.0673944069087,-30.0673944069087,-30.0673944069087,,
-30.0220643648719,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7229.92793563513,-30.0220643648719,-30.0220643648719,-30.0220643648719,,
-29.9790027973851,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7229.97099720261,-29.9790027973851,-29.9790027973851,-29.9790027973851,,
-29.9382519358507,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7230.01174806415,-29.9382519358507,-29.9382519358507,-29.9382519358507,,
-29.8998531633853,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7230.05014683661,-29.8998531633853,-29.8998531633853,-29.8998531633853,,
-29.863846991898,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7230.0861530081,-29.863846991898,-29.863846991898,-29.863846991898,,
-29.8302730432499,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7230.11972695675,-29.8302730432499,-29.8302730432499,-29.8302730432499,,
-29.7991700368277,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7230.15082996317,-29.7991700368277,-29.7991700368277,-29.7991700368277,,
-29.7705757840105,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7230.17942421599,-29.7705757840105,-29.7705757840105,-29.7705757840105,,
-29.7445271879735,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7230.20547281203,-29.7445271879735,-29.7445271879735,-29.7445271879735,,
-29.7210602546449,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7230.22893974536,-29.7210602546449,-29.7210602546449,-29.7210602546449,,
-29.7002100950087,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7230.24978990499,-29.7002100950087,-29.7002100950087,-29.7002100950087,,
-29.6820109432703,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7230.26798905673,-29.6820109432703,-29.6820109432703,-29.6820109432703,,
-29.6664961821345,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7230.28350381787,-29.6664961821345,-29.6664961821345,-29.6664961821345,,
-29.6536983707367,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7230.29630162926,-29.6536983707367,-29.6536983707367,-29.6536983707367,,
-29.643649275674,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7230.30635072433,-29.643649275674,-29.643649275674,-29.643649275674,,
-29.6363799059975,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7230.313620094,-29.6363799059975,-29.6363799059975,-29.6363799059975,,
-29.6319205524316,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7230.31807944757,-29.6319205524316,-29.6319205524316,-29.6319205524316,,
-29.6303007664448,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7230.31969923356,-29.6303007664448,-29.6303007664448,-29.6303007664448,,
-29.6315488970942,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7230.31845110291,-29.6315488970942,-29.6315488970942,-29.6315488970942,,
-29.6356919820184,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7230.31430801798,-29.6356919820184,-29.6356919820184,-29.6356919820184,,
-29.6427560780341,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7230.30724392197,-29.6427560780341,-29.6427560780341,-29.6427560780341,,
-29.6527661389466,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7230.29723386105,-29.6527661389466,-29.6527661389466,-29.6527661389466,,
-29.6657457733001,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7230.2842542267,-29.6657457733001,-29.6657457733001,-29.6657457733001,,
-29.6817172878274,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7230.26828271217,-29.6817172878274,-29.6817172878274,-29.6817172878274,,
-29.7007015195088,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7230.24929848049,-29.7007015195088,-29.7007015195088,-29.7007015195088,,
-29.7227187706578,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7230.22728122934,-29.7227187706578,-29.7227187706578,-29.7227187706578,,
-29.7477886446733,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7230.20221135533,-29.7477886446733,-29.7477886446733,-29.7477886446733,,
-29.7759298492967,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7230.1740701507,-29.7759298492967,-29.7759298492967,-29.7759298492967,,
-29.8071609899273,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7230.14283901007,-29.8071609899273,-29.8071609899273,-29.8071609899273,,
-29.8415003727925,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7230.10849962721,-29.8415003727925,-29.8415003727925,-29.8415003727925,,
-29.8789661380644,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7230.07103386194,-29.8789661380644,-29.8789661380644,-29.8789661380644,,
-29.9195758702373,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7230.03042412976,-29.9195758702373,-29.9195758702373,-29.9195758702373,,
-29.9633467600945,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7229.98665323991,-29.9633467600945,-29.9633467600945,-29.9633467600945,,
-30.0102955853747,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7229.93970441463,-30.0102955853747,-30.0102955853747,-30.0102955853747,,
-30.0604387565083,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7229.88956124349,-30.0604387565083,-30.0604387565083,-30.0604387565083,,
-30.113792351249,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7229.83620764875,-30.113792351249,-30.113792351249,-30.113792351249,,
-30.1703720307934,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7229.77962796921,-30.1703720307934,-30.1703720307934,-30.1703720307934,,
-30.2301931499525,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7229.71980685005,-30.2301931499525,-30.2301931499525,-30.2301931499525,,
-30.293270700796,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7229.6567292992,-30.293270700796,-30.293270700796,-30.293270700796,,
-30.3596192699753,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7229.59038073002,-30.3596192699753,-30.3596192699753,-30.3596192699753,,
-30.4292530085988,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7229.5207469914,-30.4292530085988,-30.4292530085988,-30.4292530085988,,
-30.5021856117566,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7229.44781438824,-30.5021856117566,-30.5021856117566,-30.5021856117566,,
-30.5784303009534,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7229.37156969905,-30.5784303009534,-30.5784303009534,-30.5784303009534,,
-30.6579998051031,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7229.2920001949,-30.6579998051031,-30.6579998051031,-30.6579998051031,,
-30.7409063390916,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7229.20909366091,-30.7409063390916,-30.7409063390916,-30.7409063390916,,
-30.82716158066,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7229.12283841934,-30.82716158066,-30.82716158066,-30.82716158066,,
-30.9167766468465,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7229.03322335315,-30.9167766468465,-30.9167766468465,-30.9167766468465,,
-31.009762070895,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7228.94023792911,-31.009762070895,-31.009762070895,-31.009762070895,,
-31.1061277802148,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7228.84387221979,-31.1061277802148,-31.1061277802148,-31.1061277802148,,
-31.205883075678,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7228.74411692432,-31.205883075678,-31.205883075678,-31.205883075678,,
-31.3090366123599,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7228.64096338764,-31.3090366123599,-31.3090366123599,-31.3090366123599,,
-31.4155963818295,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7228.53440361817,-31.4155963818295,-31.4155963818295,-31.4155963818295,,
-31.525569696045,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7228.42443030395,-31.525569696045,-31.525569696045,-31.525569696045,,
-31.6389631729546,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7228.31103682705,-31.6389631729546,-31.6389631729546,-31.6389631729546,,
-31.7557827238554,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7228.19421727614,-31.7557827238554,-31.7557827238554,-31.7557827238554,,
-31.8760335425961,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7228.0739664574,-31.8760335425961,-31.8760335425961,-31.8760335425961,,
-31.9997200966229,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7227.95027990338,-31.9997200966229,-31.9997200966229,-31.9997200966229,,
-32.1268461199163,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7227.82315388008,-32.1268461199163,-32.1268461199163,-32.1268461199163,,
-32.257414607787,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7227.69258539221,-32.257414607787,-32.257414607787,-32.257414607787,,
-32.3914278135209,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7227.55857218648,-32.3914278135209,-32.3914278135209,-32.3914278135209,,
-32.5288872468247,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7227.42111275318,-32.5288872468247,-32.5288872468247,-32.5288872468247,,
-32.6697936740104,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7227.28020632599,-32.6697936740104,-32.6697936740104,-32.6697936740104,,
-32.8141471198989,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7227.1358528801,-32.8141471198989,-32.8141471198989,-32.8141471198989,,
-32.9619468713074,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7226.98805312869,-32.9619468713074,-32.9619468713074,-32.9619468713074,,
-33.1131914821046,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7226.8368085179,-33.1131914821046,-33.1131914821046,-33.1131914821046,,
-33.2678787797169,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7226.68212122028,-33.2678787797169,-33.2678787797169,-33.2678787797169,,
-33.426005872988,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7226.52399412701,-33.426005872988,-33.426005872988,-33.426005872988,,
-33.5875691613384,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7226.36243083866,-33.5875691613384,-33.5875691613384,-33.5875691613384,,
-33.752564345091,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7226.19743565491,-33.752564345091,-33.752564345091,-33.752564345091,,
-33.920986436887,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7226.02901356311,-33.920986436887,-33.920986436887,-33.920986436887,,
-34.0928297740931,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7225.85717022591,-34.0928297740931,-34.0928297740931,-34.0928297740931,,
-34.2680880321052,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7225.68191196789,-34.2680880321052,-34.2680880321052,-34.2680880321052,,
-34.4467542384411,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7225.50324576156,-34.4467542384411,-34.4467542384411,-34.4467542384411,,
-34.6288207875525,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7225.32117921245,-34.6288207875525,-34.6288207875525,-34.6288207875525,,
-34.8142794562411,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7225.13572054376,-34.8142794562411,-34.8142794562411,-34.8142794562411,,
-35.0031214196108,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7224.94687858039,-35.0031214196108,-35.0031214196108,-35.0031214196108,,
-35.1953372674563,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7224.75466273254,-35.1953372674563,-35.1953372674563,-35.1953372674563,,
-35.3909170210083,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7224.55908297899,-35.3909170210083,-35.3909170210083,-35.3909170210083,,
-35.5898501499698,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7224.36014985003,-35.5898501499698,-35.5898501499698,-35.5898501499698,,
-35.7921255897629,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7224.15787441024,-35.7921255897629,-35.7921255897629,-35.7921255897629,,
-35.997731758903,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7223.9522682411,-35.997731758903,-35.997731758903,-35.997731758903,,
-36.2066565466914,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7223.74334345331,-36.2066565466914,-36.2066565466914,-36.2066565466914,,
-36.418887536751,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7223.53111246325,-36.418887536751,-36.418887536751,-36.418887536751,,
-36.6344114479754,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7223.31558855202,-36.6344114479754,-36.6344114479754,-36.6344114479754,,
-36.8532148907427,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7223.09678510926,-36.8532148907427,-36.8532148907427,-36.8532148907427,,
-37.0752839897043,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.8747160103,-37.0752839897043,-37.0752839897043,-37.0752839897043,,
-37.3006044447649,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.64939555524,-37.3006044447649,-37.3006044447649,-37.3006044447649,,
-37.5291615504168,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.42083844958,-37.5291615504168,-37.5291615504168,-37.5291615504168,,
-37.7609402163236,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7222.18905978368,-37.7609402163236,-37.7609402163236,-37.7609402163236,,
-37.9959249855467,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7221.95407501445,-37.9959249855467,-37.9959249855467,-37.9959249855467,,
-38.234100052605,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7221.71589994739,-38.234100052605,-38.234100052605,-38.234100052605,,
-38.4754492802678,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7221.47455071973,-38.4754492802678,-38.4754492802678,-38.4754492802678,,
-38.7199562150674,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7221.23004378493,-38.7199562150674,-38.7199562150674,-38.7199562150674,,
-38.9676041019731,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7220.98239589803,-38.9676041019731,-38.9676041019731,-38.9676041019731,,
-39.2183759024594,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7220.73162409754,-39.2183759024594,-39.2183759024594,-39.2183759024594,,
-39.4722542897345,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7220.47774571027,-39.4722542897345,-39.4722542897345,-39.4722542897345,,
-39.7292216977095,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7220.22077830229,-39.7292216977095,-39.7292216977095,-39.7292216977095,,
-39.9892603108667,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7219.96073968913,-39.9892603108667,-39.9892603108667,-39.9892603108667,,
-40.2523520758643,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7219.69764792414,-40.2523520758643,-40.2523520758643,-40.2523520758643,,
-40.5184773332014,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7219.4315226668,-40.5184773332014,-40.5184773332014,-40.5184773332014,,
-40.7876045488403,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7219.16239545116,-40.7876045488403,-40.7876045488403,-40.7876045488403,,
-41.0596893007043,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7218.8903106993,-41.0596893007043,-41.0596893007043,-41.0596893007043,,
-41.3346851467706,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7218.61531485323,-41.3346851467706,-41.3346851467706,-41.3346851467706,,
-41.6125544269,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7218.3374455731,-41.6125544269,-41.6125544269,-41.6125544269,,
-41.8932707553624,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7218.05672924464,-41.8932707553624,-41.8932707553624,-41.8932707553624,,
-42.1768135650647,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7217.77318643494,-42.1768135650647,-42.1768135650647,-42.1768135650647,,
-42.4631670348846,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7217.48683296512,-42.4631670348846,-42.4631670348846,-42.4631670348846,,
-42.752316322839,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7217.19768367716,-42.752316322839,-42.752316322839,-42.752316322839,,
-43.0442457274823,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7216.90575427252,-43.0442457274823,-43.0442457274823,-43.0442457274823,,
-43.3389410138736,0,0,0,0,1,0,0,-163.378299372785,31.2672880339118,7260,15.9310072889401,0.489764395788231,7216.61105898613,-43.3389410138736,-43.3389410138736,-43.3389410138736,,
